is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
0,80,2015,7,28,5,2,0,2,0,0,0,0,0,0,0,97,1,0
0,97,2015,7,28,5,2,2,2,0,0,0,0,0,0,0,87.3,0,2
0,109,2015,7,28,5,2,3,2,1,0,0,0,0,0,0,85.59,1,2
0,30,2015,7,28,5,2,3,2,0,0,0,0,0,0,0,123,0,0
0,64,2015,7,28,5,2,3,2,0,0,0,0,0,0,0,107,0,0
0,39,2015,7,28,5,2,4,2,0,0,0,0,0,0,0,163,0,0
0,90,2015,7,28,5,2,4,2,0,0,0,0,0,0,0,82,0,0
1,34,2015,7,28,5,2,4,2,2,0,0,0,0,0,0,163,0,0
1,93,2015,7,28,5,2,5,2,0,0,0,0,0,0,0,105.5,0,0
0,97,2015,7,28,5,2,5,2,2,0,0,0,0,1,0,164.2,1,1
0,29,2015,7,28,5,2,5,2,0,0,0,0,0,0,0,97.29,0,1
1,101,2015,7,28,5,2,5,2,0,0,0,0,0,0,0,114,0,1
0,27,2015,7,28,5,2,5,2,0,0,0,0,0,0,0,98.4,0,0
0,8,2015,7,28,5,4,5,2,2,0,0,0,0,1,0,175,1,1
0,82,2015,7,28,5,4,6,2,0,0,0,0,0,0,0,63.6,1,2
0,94,2015,7,28,5,4,6,3,0,0,0,0,0,3,0,124.45,1,1
0,110,2015,7,28,5,4,7,2,0,0,0,0,0,0,0,110.7,0,0
0,96,2015,7,28,5,4,10,1,0,0,0,0,0,0,0,74.07,0,0
0,79,2015,7,28,5,4,10,2,0,0,0,0,0,0,0,134.1,0,0
0,115,2015,7,28,6,1,4,2,2,0,0,0,0,1,0,167,0,0
0,111,2015,7,28,6,1,3,2,0,0,0,0,0,0,0,123,0,2
0,51,2015,7,28,6,1,3,2,0,0,0,0,0,0,0,117.81,1,2
0,94,2015,7,28,6,1,3,3,0,0,0,0,0,0,0,171.32,0,1
0,81,2015,7,28,6,1,3,2,2,0,0,0,0,0,0,210,1,0
0,84,2015,7,28,6,1,3,2,0,1,0,0,0,1,0,97,0,2
0,51,2015,7,28,6,1,3,3,0,0,0,0,0,0,0,117.81,0,2
0,111,2015,7,28,6,0,0,2,0,0,0,0,0,0,0,0,0,2
0,0,2015,7,28,6,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,2015,7,28,6,1,0,2,1,0,0,0,0,0,0,131,0,0
0,7,2015,7,28,6,1,1,2,0,0,0,0,0,0,0,98,0,2
0,98,2015,7,28,6,1,1,2,0,0,0,0,0,0,0,87.3,1,1
0,95,2015,7,28,6,1,2,2,0,0,0,0,0,0,0,97,0,1
1,48,2015,7,28,6,1,3,2,0,0,0,0,0,0,0,167,0,0
0,66,2015,7,28,6,1,3,2,0,0,0,0,0,0,0,91.5,0,0
0,104,2015,7,28,6,1,3,2,0,0,0,0,0,1,0,73.8,0,1
0,28,2015,7,28,6,1,4,2,0,0,0,0,0,0,0,123,0,0
0,34,2015,7,28,6,1,4,2,0,0,0,0,0,0,0,175,1,0
0,98,2015,7,28,6,1,5,2,0,0,0,0,0,0,0,117.8,1,1
0,104,2015,7,28,6,1,5,2,0,0,0,0,0,1,0,117.63,0,0
0,68,2015,7,28,6,2,5,2,2,0,0,0,0,0,0,185,0,0
1,86,2015,7,28,6,2,5,1,0,0,0,0,0,0,0,71,0,1
0,258,2015,7,28,6,2,5,2,0,0,0,0,0,0,0,47.25,0,0
0,111,2015,7,28,6,3,5,2,0,0,0,0,0,0,0,151,0,1
1,94,2015,7,28,6,3,7,2,0,0,0,0,0,0,0,87.3,0,0
0,112,2015,7,28,6,3,7,2,0,0,0,0,0,0,0,120.6,0,1
0,100,2015,7,28,6,3,7,2,0,0,0,0,0,1,0,63.86,0,1
0,33,2015,7,28,6,3,7,2,0,0,0,0,0,5,0,157.1,0,1
0,97,2015,7,28,6,3,7,2,0,0,0,0,0,0,0,91.37,0,2
0,80,2015,7,28,6,3,8,1,0,0,0,0,0,1,0,73,0,0
0,90,2015,7,28,6,4,10,2,0,0,0,0,0,0,0,110.7,0,0
0,111,2015,7,28,6,4,10,2,0,0,0,0,0,0,0,93.6,0,0
0,65,2015,7,28,6,2,5,2,0,0,0,0,0,0,0,83.5,0,0
1,67,2015,7,28,7,0,2,2,0,0,0,0,0,0,0,73.8,0,1
0,55,2015,7,28,7,0,3,2,0,0,0,0,0,0,0,82,1,2
0,21,2015,7,28,7,0,3,2,1,0,0,0,0,0,0,185.5,0,1
0,8,2015,7,28,7,0,0,2,0,0,0,0,0,0,0,0,0,1
0,8,2015,7,28,7,0,0,2,0,0,0,0,0,0,0,0,0,1
0,0,2015,7,28,7,0,1,1,0,0,0,0,0,0,0,109.8,0,3
0,0,2015,7,28,7,0,1,3,0,0,0,0,0,0,0,195,1,0
0,0,2015,7,28,7,0,1,1,0,0,0,0,0,0,0,109.8,0,3
0,8,2015,7,28,7,0,4,3,2,0,0,0,0,2,0,193,0,1
0,66,2015,7,28,7,0,4,2,0,0,0,0,0,0,0,97,0,2
0,88,2015,7,28,7,0,4,3,0,0,0,0,0,0,0,150,0,1
0,0,2015,7,28,7,0,4,2,0,0,0,0,0,2,0,98,0,0
1,43,2015,7,28,7,0,5,2,0,0,0,0,0,0,0,91.5,0,0
1,88,2015,7,28,7,2,5,2,0,0,0,0,0,0,0,139,0,2
0,54,2015,7,28,7,2,5,2,0,0,0,0,0,0,0,79.5,0,0
1,292,2015,7,28,7,2,5,2,0,0,0,0,0,0,0,47.25,0,0
0,112,2015,7,28,7,4,10,2,0,0,0,0,0,0,0,126.65,0,1
0,68,2015,7,28,8,0,3,2,0,0,0,0,0,0,0,107,0,1
0,7,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,131,1,2
0,1,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,131,1,1
1,113,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,123,0,1
0,5,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,146,0,1
0,83,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,110.7,0,1
1,105,2015,7,28,8,0,4,2,0,0,0,0,0,0,0,73.8,0,1
0,0,2015,7,28,8,0,1,1,0,0,0,0,0,0,0,61,0,0
1,1,2015,7,28,8,0,1,2,0,0,0,0,0,0,0,104.72,0,1
1,1,2015,7,28,8,0,1,2,0,0,0,0,0,0,0,104.72,0,1
0,1,2015,7,28,8,0,2,2,0,0,0,0,0,0,0,104.72,1,1
1,102,2015,7,28,8,1,4,2,0,0,0,0,0,0,0,66.42,0,1
0,113,2015,7,28,8,2,4,2,0,0,0,0,0,1,0,77.96,1,1
1,280,2015,7,28,8,2,5,2,1,0,0,0,0,0,0,112,0,1
0,96,2015,7,28,8,2,5,2,0,0,0,0,0,0,0,107,0,1
0,394,2015,7,28,8,2,5,2,0,0,0,0,0,0,0,89.68,0,0
0,33,2015,7,28,8,2,5,2,0,0,0,0,0,0,0,155,0,0
0,82,2015,7,28,8,2,6,3,0,0,0,0,0,0,0,112,0,1
0,100,2015,7,28,8,2,7,3,0,0,0,0,0,1,0,130.1,0,3
0,100,2015,7,28,8,2,7,2,0,0,0,0,0,0,0,100.1,0,2
0,17,2015,7,28,9,0,1,2,2,0,0,0,0,0,0,123,0,3
0,68,2015,7,28,9,0,2,3,0,0,0,0,0,0,0,124,1,1
0,12,2015,7,28,9,0,2,2,2,0,0,0,0,2,0,146,1,0
1,77,2015,7,28,9,0,3,2,0,0,0,0,0,0,0,97,0,0
1,24,2015,7,28,9,0,3,2,2,0,0,0,0,0,0,123,0,1
1,44,2015,7,28,9,0,3,2,2,0,0,0,0,0,0,153,0,0
0,78,2015,7,28,9,0,3,2,0,1,0,0,0,0,0,82,0,2
1,17,2015,7,28,9,1,3,2,0,0,0,0,0,0,0,105.08,0,0
1,103,2015,7,28,9,1,3,2,0,0,0,0,0,0,0,65.42,0,0
0,16,2015,7,28,9,1,3,1,0,0,0,0,0,0,0,98,0,1
0,14,2015,7,28,9,2,3,2,0,0,0,0,0,0,0,75.46,1,1
0,77,2015,7,28,9,2,3,2,0,0,0,0,0,0,0,65.5,0,0
0,90,2015,7,28,9,2,5,2,0,0,0,0,0,0,0,90.95,0,0
0,90,2015,7,28,9,2,5,2,0,0,0,0,0,0,0,93.6,0,0
0,90,2015,7,28,9,2,5,2,0,0,0,0,0,0,0,119.25,0,0
0,366,2015,7,28,9,2,5,2,0,0,0,0,0,0,0,134.73,0,0
0,249,2015,7,28,9,2,5,2,0,0,0,0,0,0,0,112,0,1
1,69,2015,7,28,9,2,6,2,0,0,0,0,0,0,0,118.13,0,2
0,10,2015,7,28,10,0,1,2,0,0,0,0,0,0,0,131,0,0
0,22,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,88.2,0,0
0,91,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,73.8,0,1
0,23,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,98,0,0
0,11,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,110.5,0,1
0,3,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,131,0,1
0,13,2015,7,28,10,0,2,2,1,0,0,0,0,2,0,185,1,1
0,108,2015,7,28,10,0,2,2,0,0,0,0,0,1,0,87.3,0,2
0,91,2015,7,28,10,0,2,2,0,0,0,0,0,0,0,73.8,0,1
0,37,2015,7,28,10,1,2,2,0,0,0,0,0,0,0,120,0,1
0,21,2015,7,28,10,1,2,2,0,0,0,0,0,0,0,98,0,1
0,106,2015,7,28,10,1,2,2,0,0,0,0,0,0,0,96.3,0,2
0,30,2015,7,28,10,2,2,2,0,0,0,0,0,0,0,197,0,1
0,30,2015,7,28,10,2,2,2,0,0,0,0,0,0,0,197,0,1
1,51,2015,7,28,10,2,3,2,0,0,0,0,0,0,0,123,0,0
0,79,2015,7,28,10,2,3,2,0,0,0,0,0,0,0,82,0,2
0,21,2015,7,28,10,2,3,2,0,2,0,0,0,1,0,165,1,3
0,35,2015,7,28,10,2,3,2,2,0,0,0,0,0,0,149.4,0,0
0,78,2015,7,28,10,2,5,2,0,0,0,0,0,1,0,106.84,1,2
0,31,2015,7,28,10,2,5,2,0,0,0,0,0,1,0,161,1,1
0,78,2015,7,28,10,2,5,2,0,0,0,0,0,1,0,134.43,0,2
0,78,2015,7,28,10,2,5,2,0,0,0,0,0,1,0,144.43,1,2
0,44,2015,7,28,10,2,5,1,0,0,0,0,0,2,0,152,0,0
0,34,2015,7,28,10,2,5,2,1,0,0,0,0,0,0,125.54,0,3
0,87,2015,7,28,10,2,5,2,1,1,0,0,0,0,0,133.83,0,2
0,11,2015,7,28,10,2,6,3,1,0,0,0,0,0,0,159.75,1,0
0,115,2015,7,28,10,2,7,2,0,0,0,0,0,0,0,120.6,0,2
0,86,2015,7,28,10,3,7,2,0,0,0,0,0,0,0,112.2,0,0
0,41,2015,7,28,10,4,7,2,0,1,0,0,0,0,0,110.6,0,0
0,32,2015,7,28,10,4,9,2,0,0,0,0,0,0,0,105.9,0,0
0,34,2015,7,28,10,2,5,2,1,0,0,0,0,0,0,95.27,0,3
0,34,2015,7,28,10,2,5,2,0,0,0,0,0,0,0,108.83,0,1
1,100,2015,7,28,11,2,3,2,1,0,0,0,0,0,0,153.96,0,0
0,44,2015,7,28,11,2,3,2,0,0,0,0,0,0,0,120.6,0,0
0,304,2015,7,28,11,2,4,2,0,1,0,0,0,1,0,90.67,0,1
1,36,2015,7,28,11,2,4,2,0,0,0,0,0,0,0,126.67,0,0
0,117,2015,7,28,11,2,4,3,0,0,0,0,0,0,0,144.4,0,1
0,70,2015,7,28,11,2,4,2,0,0,0,0,0,0,0,99.5,1,2
0,110,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,139.4,0,1
1,109,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,73.8,0,1
0,33,2015,7,28,11,2,2,2,0,0,0,0,0,0,0,89.97,0,1
0,33,2015,7,28,11,2,2,2,0,0,0,0,0,0,0,123,0,0
0,33,2015,7,28,11,2,2,2,0,0,0,0,0,1,0,123,0,0
0,0,2015,7,28,11,0,1,1,0,0,0,0,0,0,0,123,0,0
0,0,2015,7,28,11,0,1,2,0,0,0,0,0,1,0,144.9,0,1
0,0,2015,7,28,11,0,1,2,0,0,0,0,0,0,0,153,0,0
0,0,2015,7,28,11,0,1,2,0,0,0,0,0,0,0,131,0,1
0,84,2015,7,28,11,1,1,2,0,0,0,0,0,0,0,100,1,0
0,71,2015,7,28,11,1,1,2,0,0,0,0,0,0,0,65.5,0,0
0,16,2015,7,28,11,1,1,2,0,0,0,0,0,0,0,123,0,1
0,54,2015,7,28,11,2,1,2,0,0,0,0,0,0,0,123,0,0
0,8,2015,7,28,11,2,1,2,0,0,0,0,0,0,0,131,0,0
0,36,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,104.68,1,0
0,40,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,166,0,0
1,59,2015,7,28,11,2,6,2,0,0,0,0,0,0,0,111.25,0,2
0,79,2015,7,28,11,2,6,2,2,0,0,0,0,1,0,213.75,0,0
0,32,2015,7,28,11,4,6,2,0,0,0,0,0,1,0,178,1,0
0,110,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,113.9,0,1
0,33,2015,7,28,11,2,5,2,0,0,0,0,0,0,0,129.29,1,0
0,53,2015,7,29,12,1,0,2,2,0,0,0,0,0,0,153,1,0
0,2,2015,7,29,12,1,0,2,0,0,0,0,0,0,0,98,1,2
0,8,2015,7,29,12,2,4,2,1,0,0,0,0,0,0,169,1,2
1,72,2015,7,29,12,2,4,2,0,0,0,0,0,0,0,93,0,2
0,12,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,132.29,0,0
0,48,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,123,0,1
0,90,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,117.22,0,1
0,34,2015,7,29,12,2,5,2,0,1,0,0,0,1,0,149,0,1
1,58,2015,7,29,12,2,5,3,1,0,0,0,0,0,0,164.57,0,1
0,59,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,107,0,0
0,90,2015,7,29,12,2,5,2,0,1,0,0,0,0,0,117.22,1,2
0,116,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,119.25,0,0
0,31,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,123,0,0
1,51,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,105.71,0,0
0,48,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,123,0,1
0,59,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,144.43,1,2
1,97,2015,7,29,12,3,5,2,0,0,0,0,0,0,0,126,0,1
0,12,2015,7,29,12,4,5,2,0,0,0,0,0,0,0,148.3,1,2
0,64,2015,7,29,12,4,5,2,0,0,0,0,0,0,0,125.22,0,1
0,31,2015,7,29,12,4,7,2,0,0,0,0,0,0,0,123,0,0
0,59,2015,7,29,12,4,7,2,0,0,0,0,0,0,0,130,1,1
1,55,2015,7,29,12,4,10,2,10,0,0,0,0,2,0,133.16,0,1
0,81,2015,7,29,12,2,5,2,0,0,0,0,0,0,0,78.84,0,0
0,1,2015,7,29,12,1,0,2,0,0,0,0,0,0,0,80.1,0,0
0,34,2015,7,29,12,2,0,2,2,0,0,0,0,0,0,193,0,1
0,13,2015,7,29,12,2,0,2,0,0,0,0,0,0,0,88.2,0,0
0,40,2015,7,29,12,2,0,2,0,0,0,0,0,0,0,90.71,0,0
0,1,2015,7,29,12,2,0,2,0,0,0,0,0,0,0,114.5,0,1
0,34,2015,7,29,12,2,0,2,0,0,0,0,0,0,0,120.2,0,1
0,88,2015,7,29,12,2,1,2,0,0,0,0,0,1,0,79.5,0,0
0,9,2015,7,29,12,2,1,2,0,0,0,0,0,0,0,117.9,0,3
1,24,2015,7,29,12,2,1,2,0,0,0,0,0,0,0,128,0,0
0,97,2015,7,29,12,2,2,2,0,0,0,0,0,0,0,90.95,0,0
0,60,2015,7,29,12,2,2,2,0,1,0,0,0,2,0,107,0,2
